Checklist,Clause,Req Name,Details,Project ID,Verification Method
16,5.3.1,Safety-belt anchorage application,Any vehicle in categories M and N (except those vehicles of categories M2 or M3 which belong to Classes I or A1) shall be equipped with safety-belt anchorages which satisfy the requirements of this Regulation.,SRP8-034,
17,5.3.1.1,S-type belts (and additional anchorages for crotch strap),"The anchorages of a harness belt system approved as a S-type belt (with or without retractor(s)) according to Regulation No. 16 shall comply with the requirements of Regulation No. 14, but the additional anchorage or anchorages provided for the fitting of a crotch strap (assembly) are exempted from the strength and location requirements of this Regulation.",SRP8-034,
18,5.3.2,Minimum number of belt anchorages (Annex 6),The minimum number of safety-belt anchorages for each forward rearward and side-facing seating position shall be those specified in Annex 6.,SRP8-034,
19,5.3.3,Define any passages,"A space between a seat and the side-wall is considered as a passage if the distance between that side-wall, with all doors closed, and a vertical longitudinal plane passing through the centre line of the seat concerned, measured at the R point position and perpendicularly to the median longitudinal plane of the vehicle is more than 500 mm.",SRP8-034,
20,5.3.4,Adequate no. of anchorages,"For the front centre seating positions shown in Annex 6 and marked with the symbol *, two lower anchorages shall be considered adequate where the windscreen is located outside the reference zone defined in Annex 1 to Regulation No. 21; if located inside the reference zone, three anchorages are required.
As regards belt anchorages, the windscreen is considered as part of the reference zone when it is capable of entering into static contact with the test apparatus according to the method described in Annex 1 to Regulation No. 21.",SRP8-034,
21,5.3.5,Determining whether 2 or 3 anchorages can be used,"In every seating position marked in Annex 6 with symbol ╬, three anchorages shall be provided. Two anchorages may be provided if one of the following conditions is fulfilled:
5.3.5.1. There is a seat or other parts of the vehicle conforming to Regulation No. 80, Appendix 1, paragraph 3.5. directly in front, or
5.3.5.2. No part of the vehicle is in the reference zone, or capable of being in the reference zone when the vehicle is in motion, or
5.3.5.3. Parts of the vehicle within the said reference zone comply with the energy absorbing requirements set out in Regulation No. 80, Appendix 6.
5.3.5.4. Paragraphs 5.3.5.1. to 5.3.5.3. shall not apply to a driver’s seat.",SRP8-034,
22,5.3.6,No belt anchorage condition,"For all seats, intended solely for use or seating intended solely for use when the vehicle is stationary as well as for all the seats of any vehicle which are not covered by paragraphs 5.3.1. to 5.3.4., no belt anchorages are required. However, if the vehicle is fitted with anchorages for such seats, these anchorages must comply with the provisions of this Regulation. Any anchorage intended solely for use in conjunction with a disabled person's belt, or any other restraint system according to Regulation No. 107, 02 series of amendments, Annex 8, do not need to conform to the requirements of this Regulation.",SRP8-034,
23,5.3.8,Seat turning condition,"In the case of seats capable of being turned to or placed in other orientations, for use when the vehicle is stationary, the requirements of paragraph 5.3.1. shall apply only to those orientations designated for normal use when the vehicle is travelling on a road, in accordance with this Regulation. A note to this effect shall be included in the information document.",SRP8-034,
24,5.4.1.1,Belt Anchorage Location,The belt anchorages for any one belt may be located either wholly in the vehicle structure or in the seat structure or any other part of the vehicle or dispersed between these locations.,SRP8-034,
25,5.4.1.2,One belt anchorage condition,"Any one belt anchorage may be used for attaching the ends of two adjacent safety belts, provided that the test requirements are met.",SRP8-034,
26,5.4.2.1,"Front seats, vehicle category M1","In motor vehicles of category M1 the angle α1 (other than buckle side) shall be within the range of 30 to 80 degrees and the angle α2 (buckle side) shall be within the range of 45 to 80 degrees. Both angle requirements shall be valid for all normal travelling positions of the front seats. Where at least one of the angles α1 and α2 is constant (e.g. anchorage fixed at the seat) in all normal positions of use, its value shall be 60 ± 10°. In the case of adjustable seats with an adjusting system with a seatback angle of less than 20° (see Annex 3, Figure 1), the angle α1 may be below the minimum value (30°) stipulated above, provided it is not less than 20° in any normal position of use.",SRP8-034,
47,5.4.2.2,"Rear seats, vehicle category M1","In motor vehicles of category M1 the angles α1 and α2 shall be within the range of 30 to 80 degrees for all rear seats. If rear seats are adjustable, the above angles shall be valid for all normal travelling positions.",,
27,5.4.2.5,Distance between lower belt anchorages,"The distance between the two vertical planes parallel to the median vertical longitudinal plane of the vehicle and each passing through a different one of the two effective lower belt anchorages L1 and L2 of the same safety-belt shall not be less than 350 mm. In the case of side-facing seats the distance between the two vertical planes parallel to the median vertical longitudinal plane of the seat and each passing through a different one of the two effective lower belt anchorages L1 and L2 of the same safety-belt shall not be less than 350 mm. In the case of any central seating positions in rear rows of seats of vehicles of category M1 and N1, the above-mentioned distance shall be not less than 240 mm, provided that it is not possible to exchange the centre rear seat with any of the other seats of the vehicle. The median longitudinal plane of the seat shall pass between points L1 and L2 and shall be at least 120 mm from these points.",SRP8-034,
28,5.4.3.1,Location of the effective upper belt anchorages (see Annex 3),"If a strap guide or similar device is used which affects the location of the effective upper belt anchorage, this location shall be determined in a conventional way by considering the position of the anchorage when the longitudinal centre line of the strap passes through a point J1 defined successively from the R point by the following three segments:
RZ: A segment of the torso line measured in an upward direction from R and 530 mm long;
ZX: A segment perpendicular to the median longitudinal plane of the vehicle, measured from point Z in the direction of the anchorage and 120 mm long;
XJ1: A segment perpendicular to the plane defined by segments RZ and ZX, measured in a forward direction from point X and 60 mm long.
Point J2 is determined by symmetry with point J1 about the longitudinal vertical plane passing through the torso line described in paragraph 5.1.2. of the manikin positioned in the seat in question.",SRP8-034,
29,5.4.3.2,Plane FN upper anchorage,"The effective upper anchorage shall lie below the plane FN, which runs perpendicular to the longitudinal median plane of the seat and makes an angle of 65° with the torso line. The angle may be reduced to 60° in the case of rear seats. The plane FN shall be so placed as to intersect the torso line at a point D such that DR = 315 mm + 1.8 S. However, when S ≤ 200 mm, then DR = 675 mm.",SRP8-034,
30,5.4.3.3,Plane FK dimensions,"The effective upper belt anchorage shall lie behind a plane FK running perpendicular to the longitudinal median plane of the seat and intersecting the torso line at an angle of 120° at a point B such that BR = 260 mm + S. Where S ≥ 280 mm, the manufacturer may use BR = 260 mm + 0.8 S at his discretion.",SRP8-034,
31,5.4.3.4,S value maximum,The value of S shall not be less than 140 mm.,SRP8-034,
32,5.4.3.5,Upper belt location to rear of vertical plane,The effective upper belt anchorage shall be situated to the rear of a vertical plane perpendicular to the median longitudinal plane of the vehicle and passing through the R point as shown in Annex 3.,SRP8-034,
33,5.4.3.6,Upper belt location above horizontal plane,The effective upper belt anchorage shall be situated above a horizontal plane passing through point C defined in paragraph 5.1.4.,SRP8-034,
34,5.4.3.7,Additional anchorage conditions (Choose either one -> 5.4.3.7.3 also provided but harder to comply),"In addition to the upper anchorage specified in paragraph 5.4.3.1. other effective upper anchorages may be provided if one of the following conditions is satisfied:
5.4.3.7.1. The additional anchorages comply with the requirements of paragraphs 5.4.3.1. to 5.4.3.6.
5.4.3.7.2. The additional anchorages can be used without the aid of tools, comply with the requirements of paragraphs 5.4.3.5. and 5.4.3.6. and are located in one of the areas determined by shifting the area shown in Figure 1 of Annex 3 of this Regulation, 80 mm upwards or downwards in a vertical direction.",SRP8-034,
35,5.5.1,Anchorage hole dimension,An anchorage shall have a threaded hole of 7/16 inch (20 UNF 2B).,SRP8-034,
36,5.5.2,Requirement not applying condition,"If the vehicle is fitted by the manufacturer with safety-belts which are attached to all anchorages prescribed for the seat in question, these anchorages need not meet the requirement set out in paragraph 5.5.1., provided that they comply with the other provisions of this Regulation. In addition, the requirement set out in paragraph 5.5.1. shall not apply to additional anchorages which meet the requirement set out in paragraph 5.4.3.7.3.",SRP8-034,
37,5.5.3,Removal of seatbelt,It shall be possible to remove the safety-belt without damaging the anchorage.,SRP8-034,
38,7.1,Withstanding durability tests,"All the anchorages shall be capable of withstanding the test prescribed in paragraphs 6.3. and 6.4. Permanent deformation, including partial rupture or breakage of any anchorage or surrounding area, shall not constitute failure if the required force is sustained for the specified time. During the test, the minimum spacing for the effective lower belt anchorages specified in paragraph 5.4.2.5. and the requirements of paragraph 5.4.3.6. for effective upper belt anchorages shall be respected.",SRP8-034,
39,7.1.1,Upper safety belt anchorage displacement,"For vehicles of category M1 of a total permissible mass not exceeding 2.5 tonnes, if the upper safety-belt anchorage is attached to the seat structure, the effective upper safety-belt anchorage shall not be displaced during the test forward of a transverse plane passing through the R point and point C of the seat in question (see Figure 1 of Annex 3 to this Regulation)
For vehicles other than mentioned above, the effective upper safety-belt anchorage shall not be displaced during the test forward of a transverse plane inclined 10° in forward direction and passing through the R point of the seat.
The maximum displacement of the effective upper anchorage point shall be measured during the test.
If the displacement of the effective upper anchorage point exceeds the above-mentioned limitation, the manufacturer shall demonstrate to the satisfaction of the technical service that there is no danger to the occupant. As an example, the test procedure according to Regulation No. 94 or a sled test with corresponding pulse may be carried out to demonstrate a sufficient survival space.",SRP8-034,
40,7.2,Operability by hand after removing tractive force,"In vehicles where such devices are used, the displacement and locking devices enabling the occupants of all seats to leave the vehicle must still be operable by hand after the tractive force was removed.",SRP8-034,
41,7.3,Noting any damage after tests,After testing any damage to the anchorages and structures supporting load during tests shall be noted.,SRP8-034,
48,7.4,Retracting Force (Upper torso restraint),"By derogation, the upper anchorages fitted to one or more seats of vehicles of category M3 and those of category M2 with a maximum mass exceeding 3.5 tonnes, which meet the requirements of Regulation No. 80, need not to comply with the requirements of paragraph 7.1. concerning compliance with paragraph 5.4.3.6.",,
42,11,Operating instructions,The national authorities may require the manufacturers of vehicles registered by them to state clearly in the instructions for operating the vehicle,SRP8-034,
43,11.1,Location of anchorage,Where the anchorages are; and,SRP8-034,
44,11.2,What types of belts,"For what types of belts the anchorages are intended (see Annex 1, item 5).",SRP8-034,
