Checklist,Clause,Req Name,Details,Project ID,Verification Method
12,5.2.2,Drop (Impact) Test - Performance Durability,"The storage container is dropped at several impact angles (Annex 3, paragraph 3.2. test procedure).",SRP8-131,"Annex 3, Para. 3.2"
13,5.2.3,Surface Damage Test - Performance Durability,"The storage container is subjected to surface damage (Annex 3, paragraph 3.3. test procedure).",SRP8-131,"Annex 3, Para. 3.3"
14,5.2.4,Chemical exposure and ambient-temperature pressure cycling test - Performance Durability,"The storage container is exposed to chemicals found in the on-road environment and pressure cycled to 125 per cent NWP (+2/-0 MPa) at 20 (±5) °C for 60 per cent number of Cycles pressure cycles (Annex 3, paragraph 3.4. test procedure). Chemical exposure is discontinued before the last 10 cycles, which are conducted to 150 per cent NWP (+2/-0 MPa).",SRP8-131,"Annex 3, Para. 3.4"
15,5.2.5,High temperature static pressure test. - Performance Durability,"The storage container is pressurized to 125 per cent NWP (+2/-0 MPa) at 85°C for at least 1,000 hours (Annex 3, paragraph 3.5. test procedure).",SRP8-131,"Annex 3, Para. 3.5"
16,5.2.6,Extreme temperature pressure cycling. - Performance Durability,"The storage container is pressure cycled at  -40 °C to 80 per cent NWP
(+2/-0 MPa) for 20 per cent number of Cycles and at  +85 °C and 95 (±2) per cent relative humidity to 125 per cent NWP (+2/-0 MPa) for 20 per cent number of Cycles (Annex 3, paragraph 2.2. test procedure).",SRP8-131,"Annex 3, Para. 2.2"
17,5.2.7,Hydraulic residual pressure test - Performance Durability,"The storage container is pressurized to 180 per cent NWP (+2/-0 MPa) and held at least 4 minutes without burst (Annex 3, paragraph 3.1. test procedure).",SRP8-131,"Annex 3, Para. 3.1"
18,5.2.8,Residual burst strength test - Performance Durability,"The storage container undergoes a hydraulic burst test to verify that the burst pressure is at least 80 per cent of the baseline initial burst pressure (BPO) determined in paragraph 5.1.1. (Annex 3, paragraph 2.1. test procedure).",SRP8-131,"Annex 3, Para. 2.1"
74,5.3,Expected on-road performance overview,"A hydrogen storage system shall not leak during the following sequence of tests, which are illustrated in Figure 3. Specifics of applicable test procedures for the hydrogen storage system are provided in Annex 3.",SRP8-131,
19,5.3.1,Proof Pressure Test - On-road performance,"A system is pressurized to 150 per cent NWP (+2/-0 MPa) for at least 30 seconds (Annex 3, paragraph 3.1. test procedure). A storage container that has undergone a proof pressure test in manufacture may be exempted from this test.",SRP8-131,"Annex 3, Para. 3.1"
20,5.3.2,Ambient and extreme temperature gas pressure cycling test,"(a) The pressure cycles are divided into two groups: Half of the cycles (250) are performed before exposure to static pressure (paragraph 5.3.3.) and the remaining half of the cycles (250) are performed after the initial exposure to static pressure (paragraph 5.3.3.) as illustrated in Figure 3;
(b) The first group of pressure cycling, 25 cycles are performed to 80 per cent NWP (+2/-0 MPa) at  -40 °C, then 25 cycles to 125 per cent NWP (+2/-0 MPa) at  +50 °C and 95 (±2) per cent relative humidity, and the remaining 200 cycles to 125 per cent NWP (+2/-0 MPa) at
20 (± 5) °C;
The second group of pressure cycling, 25 cycles are performed to 125 per cent NWP (+2/-0 MPa) at  +50 °C and 95 (±2) per cent relative humidity, then 25 cycles to 80 per cent NWP (+2/-0 MPa) at  -40 °C, and the remaining 200 cycles to 125 per cent NWP (+2/-0 MPa) at 20 (± 5) °C.
(c) The hydrogen gas fuel temperature is  -40 °C;
(d) During the first group of 250 pressure cycles, five cycles are performed with fuel having a temperature of +20 (±5) °C after temperature equilibration of the system at  -40 °C; five cycles are performed with fuel having a temperature of  -40 °C; and five cycles are performed with fuel having a temperature of  -40 °C after temperature equilibration of the system at  +50 °C and 95 per cent relative humidity;
(e) Fifty pressure cycles are performed using a de-fuelling rate greater than or equal to the maintenance de-fuelling rate.
NOTE: EXPAND TO READ (a) - (e) above",SRP8-131,"Annex 3, Para. 4.1"
75,5.3.3 (a),Extreme temperature static pressure leak/permeation test - Precondition,The test is performed after each group of 250 pneumatic pressure cycles in paragraph 5.3.2.;,SRP8-131,
21,5.3.3 (b),Extreme temperature static pressure leak/permeation test - Hydrogen discharge,"The maximum allowable hydrogen discharge from the compressed hydrogen storage system is 46 ml/hr/l water capacity of the storage system. (Annex 3, paragraph 4.2. test procedure);",SRP8-131,"Annex 3, Para. 4.2"
22,5.3.3 (c),Extreme temperature static pressure leak/permeation test - Localised leak test,"If the measured permeation rate is greater than 0.005 mg/sec (3.6 Nml/min), a localized leak test is performed to ensure no point of localized external leakage is greater than 0.005 mg/sec (3.6 Nml/min) (Annex 3, paragraph 4.3. test procedure).",SRP8-131,"Annex 3, Para. 4.3"
23,5.3.4,Residual proof pressure test,"The storage container is pressurized to 180 per cent NWP (+2/-0 MPa) and held at least 4 minutes without burst (Annex 3, paragraph 3.1. test procedure).",SRP8-131,"Annex 3, Para. 3.1"
24,5.3.5,Residual strength burst test (hydraulic),"The storage container undergoes a hydraulic burst to verify that the burst pressure is at least 80 per cent of the baseline initial burst pressure (BPO) determined in paragraph 5.1.1. (Annex 3, paragraph 2.1. test procedure).",SRP8-131,"Annex 3, Para. 2.1"
25,5.4,Verification test for service terminating performance in fire,"This section describes the fire test with compressed hydrogen as the test gas. Compressed air may be used as an alternative test gas.
A hydrogen storage system is pressurized to NWP and exposed to fire (Annex 3, paragraph 5.1. test procedure). A temperature-activated pressure relief device shall release the contained gases in a controlled manner without rupture.",SRP8-131,"Annex 3, Para. 5.1"
26,5.5,Requirements for primary closure devices,"The primary closure devices that isolate the high pressure hydrogen storage system, namely TPRD, check valve and shut-off valve, as described in Figure 1, shall be tested and type-approved in accordance with Part II of this Regulation and produced in conformity with the approved type.
Retesting of the storage system is not required if alternative closure devices are provided having comparable function, fittings, materials, strength and dimensions, and satisfy the condition above. However, a change in TPRD hardware, its position of installation or venting lines shall require a new fire test in accordance with paragraph 5.4.",SRP8-131,Manufacturer Specification
27,5.6,Labelling,"A label shall be permanently affixed on each container with at least the following information: name of the manufacturer, serial number, date of manufacture, MFP, NWP, type of fuel (e.g. ""CHG"" for gaseous hydrogen), and date of removal from service. Each container shall also be marked with the number of cycles used in the testing programme as per paragraph 5.1.2. Any label affixed to the container in compliance with this paragraph shall remain in place and be legible for the duration of the manufacturer's recommended service life for the container.",SRP8-131,Inspection
76,6.1,TRPD Requirements,TPRDs shall meet the following performance requirements:,SRP8-131,N/A
28,6.1 (a),Pressure cycling test,"Pressure cycling test (Annex 4, paragraph 1.1.)",SRP8-131,"Annex 4, Para. 1.1"
29,6.1 (c),Accelerated life test,"(c) Accelerated life test (Annex 4, paragraph 1.2.);",SRP8-131,"Annex 4, Para. 1.2"
30,6.1 (d),Temperature cycling test,"(d) Temperature cycling test (Annex 4, paragraph 1.3.);",SRP8-131,
31,6.1 (e),Salt corrosion resistance test,"(e) Salt corrosion resistance test (Annex 4, paragraph 1.4.);",SRP8-131,
32,6.1 (f),Vehicle environment test,"(f) Vehicle environment test (Annex 4, paragraph 1.5.);",SRP8-131,
33,6.1 (g),Stress corrosion cracking test,"(g) Stress corrosion cracking test (Annex 4, paragraph 1.6.);",SRP8-131,
34,6.1 (h),Drop and vibration test,"h) Drop and vibration test (Annex 4, paragraph 1.7.);",SRP8-131,
35,6.1 (i),Leak test,"(i) Leak test (Annex 4, paragraph 1.8.);",SRP8-131,
36,6.1 (j),Bench top activation test,"Bench top activation test (Annex 4, paragraph 1.9.);",SRP8-131,
37,6.1 (k),Flow rate test,"Flow rate test (Annex 4, paragraph 1.10.).",SRP8-131,
77,6.2,Check valve and automatic shut-off valve requirements,Check valves and automatic shut-off valves shall meet the following performance requirements:,SRP8-131,
38,6.2 (a),Hydrostatic strength test,"Hydrostatic strength test (Annex 4, paragraph 2.1.);",SRP8-131,
39,6.2 (b),Leak test,"Leak test (Annex 4, paragraph 2.2.);",SRP8-131,
40,6.2 (c),Extreme temperature pressure cycling test,"Extreme temperature pressure cycling test (Annex 4, paragraph 2.3.);",SRP8-131,
41,6.2 (d),Salt corrosion resistance test,"Salt corrosion resistance test (Annex 4, paragraph 2.4.)",SRP8-131,
42,6.2 (e),Vehicle environment test,"Vehicle environment test (Annex 4, paragraph 2.5.);",SRP8-131,
43,6.2 (f),Atmospheric exposure test,"Atmospheric exposure test (Annex 4, paragraph 2.6.);",SRP8-131,
44,6.2 (g),Electrical tests,"Electrical tests (Annex 4, paragraph 2.7.);",SRP8-131,
45,6.2 (h),Vibration test,"Vibration test (Annex 4, paragraph 2.8.);",SRP8-131,
46,6.2 (i),Stress corrosion cracking test,"Stress corrosion cracking test (Annex 4, paragraph 2.9.);",SRP8-131,
47,6.2 (j),Pre-cooled hydrogen exposure test,"Pre-cooled hydrogen exposure test (Annex 4, paragraph 2.10.).",SRP8-131,
48,6.3,Marking of information,"At least the following information: MFP and type of fuel (e.g. ""CHG"" for gaseous hydrogen), shall be marked on each component having the function(s) of the primary closure devices in clearly legible and indelible manner.",SRP8-131,
78,7,7. Part III – Specifications of a vehicle fuel system incorporating the compressed hydrogen storage system,,SRP8-131,
49,7.1.1.1,Fuelling Receptacle preventing reverse flow,A compressed hydrogen fuelling receptacle shall prevent reverse flow to the atmosphere. Test procedure is by visual inspection.,SRP8-131,
50,7.1.1.2,Fuelling receptacle label,"Fuelling receptacle label: A label shall be affixed close to the fuelling receptacle; for instance inside a refilling hatch, showing the following information: fuel type (e.g. ""CHG"" for gaseous hydrogen), MFP, NWP, date of removal from service of containers.",SRP8-131,
51,7.1.1.3,Mounting/Protection of receptacle,The fuelling receptacle shall be mounted on the vehicle to ensure positive locking of the fuelling nozzle. The receptacle shall be protected from tampering and the ingress of dirt and water (e.g. installed in a compartment which can be locked). Test procedure is by visual inspection.,SRP8-131,
52,7.1.1.4,Mounting Exemptions,"The fuelling receptacle shall not be mounted within the external energy absorbing elements of the vehicle (e.g. bumper) and shall not be installed in the passenger compartment, luggage compartment and other places where hydrogen gas could accumulate and where ventilation is not sufficient. Test procedure is by visual inspection.",SRP8-131,
53,7.1.2,Over-pressure protection for the low pressure system,The hydrogen system downstream of a pressure regulator shall be protected against overpressure due to the possible failure of the pressure regulator. The set pressure of the overpressure protection device shall be lower than or equal to the maximum allowable working pressure for the appropriate section of the hydrogen system.,SRP8-124,
79,7.1.3,Hydrogen Discharge Systems,"Pressure relief systems (Annex 5, paragraph 6. test procedure) – “The system is visually inspected for compliance.”",SRP8-131,
52,7.1.3 a,Cap Protection,"Storage system TPRDs. The outlet of the vent line, if present, for hydrogen gas discharge from TPRD(s) of the storage system shall be protected by a cap;",SRP8-131,
53,7.1.3 b,Hydrogen Gas Discharge Direction (Storage System),"Storage system TPRDs. The hydrogen gas discharge from TPRD(s) of the storage system shall not be directed:
(i) Into enclosed or semi-enclosed spaces;
(ii) Into or towards any vehicle wheel housing;
(iii) Towards hydrogen gas containers;
(iv) Forward from the vehicle, or horizontally (parallel to road) from the back or sides of the vehicle.",SRP8-131,
54,7.1.3 c,Hydrogen Gas Discharge Direction (Other Pressure relief devices),"Other pressure relief devices (such as a burst disc) may be used outside the hydrogen storage system. The hydrogen gas discharge from other pressure relief devices shall not be directed:
(i) Towards exposed electrical terminals, exposed electrical switches or other ignition sources;
(ii) Into or towards the vehicle passenger or luggage compartments;
(iii) Into or towards any vehicle wheel housing;
(iv) Towards hydrogen gas containers.",SRP8-179,
55,7.1.3.2 a,Vehicle Exhaust (3-second time interval),"At the vehicle exhaust system's point of discharge, the hydrogen concentration level shall (a) not exceed 4 per cent average by volume during any moving three-second time interval during normal operation including start-up and shut-down;",SRP8-179,
56,7.1.3.2 b,Vehicle Exhaust (any time),"At the vehicle exhaust system's point of discharge, the hydrogen concentration level shall (b) And not exceed 8 per cent at any time (Annex 5, paragraph 4. test procedure).",SRP8-179,
57,7.1.4.1,Hydrogen leakage direction,"Hydrogen leakage and/or permeation from the hydrogen storage system shall not directly vent into the passenger or luggage compartments, or to any enclosed or semi-enclosed spaces within the vehicle that contains unprotected ignition sources.",SRP8-131,
58,7.1.4.2,Accumulations of hydrogen (failure),"Any single failure downstream of the main hydrogen shut-off valve shall not result in accumulations in levels of hydrogen concentration in the passenger compartment according to test procedure in Annex 5, paragraph 3.2.",SRP8-124,
59,7.1.4.3 Pt 1,Warning of single failure,"If, during operation, a single failure results in a hydrogen concentration exceeding 3.0 per cent by volume in air in the enclosed or semi-enclosed spaces of the vehicle, then a warning shall be provided (paragraph 7.1.6.).",SRP8-029,
60,7.1.4.3 Pt 2,Main shut-off valve close (after failure),"If the hydrogen concentration exceeds 4.0 per cent by volume in the air in the enclosed or semi-enclosed spaces of the vehicle, the main shut-off valve shall be closed to isolate the storage system. (Annex 5, paragraph 3. test procedure).",SRP8-179,
61,7.1.5,Fuel System Leakage,"The hydrogen fuelling line (e.g. piping, joint, etc.) downstream of the main shut-off valve(s) to the fuel cell system or the engine shall not leak. Compliance shall be verified at NWP (Annex 5, paragraph 5. test procedure).",SRP8-124,
62,7.1.6 a,Warning Visibility to driver seating position,"The warning shall be given by a visual signal or display text with the following properties:
(a) Visible to the driver while in the driver's designated seating position with the driver's seat belt fastened;",SRP8-029,
63,7.1.6 b,Colour of warning,"The warning shall be given by a visual signal or display text with the following properties: Yellow in colour if the detection system malfunctions (e.g. circuit disconnection, short-circuit, sensor fault). It shall be red in compliance with section paragraph 7.1.4.3;",SRP8-029,
64,7.1.6 c,Visibility at day and night conditions,"The warning shall be given by a visual signal or display text with the following properties: When illuminated, shall be visible to the driver under both daylight and night time driving conditions;",SRP8-029,
65,7.1.6 d,Constant illumination,"The warning shall be given by a visual signal or display text with the following properties: Remains illuminated when 3.0 per cent concentration or detection system malfunction exists and the ignition locking system is in the ""On"" (""Run"") position or the propulsion system is activated.",SRP8-029,
80,7.2 Pt 1,Crash Replacement test at 20g (forward and rearward direction),The crash replacement test which requires accelerations of 20g in the direction of travel (forward and rearward direction) will be referred to as 'Pt 1 requirements',SRP8-131,
81,7.2 Pt 2,Crash Replacement Test at 8g horizontally (left and right),The crash replacement test which requires accelerations of 8g horizontally perpendicular to the direction of travel (to left and right) will be referred to as 'Pt 2 requirements',SRP8-131,
66,7.2.1 Pt 1,Fuel Leakage Limit (7.2 Pt 1),"The volumetric flow of hydrogen gas leakage shall not exceed an average of 118 Nl per minute for the time interval, Δt, as determined in accordance with Annex 5, paragraph 1.1. or 1.2.",SRP8-131,
67,7.2.1 Pt 2,Fuel Leakage Limit (7.2 Pt 2),"The volumetric flow of hydrogen gas leakage shall not exceed an average of 118 Nl per minute for the time interval, Δt, as determined in accordance with Annex 5, paragraph 1.1. or 1.2.",SRP8-131,
68,7.2.2 Pt 1,Concentration limit in enclosed spaces (20 g test),"Hydrogen gas leakage shall not result in a hydrogen concentration in the air greater than 4.0 per cent by volume in the passenger and luggage compartments (Annex 5, paragraph 2. test procedures). The requirement is satisfied if it is confirmed that the shut-off valve of the storage system has closed within 5 seconds of the crash and no leakage from the storage system.",SRP8-131,
69,7.2.2 Pt 2,Concentration limit in enclosed spaces (8g test),"Hydrogen gas leakage shall not result in a hydrogen concentration in the air greater than 4.0 per cent by volume in the passenger and luggage compartments (Annex 5, paragraph 2. test procedures). The requirement is satisfied if it is confirmed that the shut-off valve of the storage system has closed within 5 seconds of the crash and no leakage from the storage system.",SRP8-131,
70,7.2.3,Container Displacement,The storage container(s) shall remain attached to the vehicle at a minimum of one attachment point.,SRP8-131,
71,7.2.4.1,Requirements on installation of the hydrogen storage system not subject to the frontal impact test,The container shall be mounted in a position which is rearward of a vertical plane perpendicular to the centre line of the vehicle and located 420 mm rearward from the front edge of the vehicle.,SRP8-131,
72,7.2.4.2,Requirements on installation of the hydrogen storage system not subject to the lateral impact test,The container shall be mounted in a position which is between the two vertical planes parallel to the centre line of the vehicle located 200 mm inside from the both outermost edge of the vehicle in the proximity of its container(s).,SRP8-131,
