Checklist,Clause,Req Name,Details,Project ID,Verification Method
25,6.4.2.2,Fire Resistance Test Compliance (Annex 9D),The test shall be conducted in accordance with Annex 9D to this Regulation.,SRP8-016,Annex 9D
26,6.5.2,Component-Based Fire Resistance Test Using Gasoline Pool Fire,The test shall be conducted in accordance with Annex 9E paragraph 3.2.2. of this Regulation.,SRP8-016,Annex 9E
27,6.6.1,External Short Circuit Protection Test Procedure,The test shall be conducted inaccordance with Annex 9F of this Regulation.,SRP8-016,Annex 9F
28,6.7.1,Overcharge Protection Test Procedure,The test shall be conducted in accordance withAnnex 9G to this Regulation.,SRP8-016,Annex 9G
29,6.8.1,Over-Discharge Protection Test Procedure,The test shall be conducted in accordance with Annex 9H to this Regulation.,SRP8-016,Annex 9H
30,6.9.1,Over-Temperature Protection Test Procedure,The test shall be conducted in accordance with Annex 9I to this Regulation.,SRP8-016,Annex 9I
31,6.10.1,Over-Current Protection Test Procedure,The test shall be conducted in accordance with Annex 9J to this Regulation.,SRP8-016,Annex 9J
32,6.11,Low-Temperature Protection Requirements for REESS,"Low-temperature protection.
REESS manufacturer must make available, at the request of the Technical Service with its necessity, the following documentations explaining safety performance of the system level or subsystem level of the vehicle to demonstrate that the REESS monitors and appropriately controls REESS operations at low temperatures at the safety boundary limits of the REESS:
(a) A system diagram;
(b) Written explanation on the lower boundary temperature for safe operation of REESS;
(c) Method of detecting REESS temperature;
(d) Action taken when the REESS temperature is at or lower than the lower boundary for safe operation of the REESS.",SRP8-016,Documentation
33,6.12.1,Protection Against Hazardous Emissions from REESS During Vehicle Operation,"Under vehicle operation including the operation with a failure, the vehicle occupants shall not be exposed to any hazardous environment caused by emissions from REESS.",SRP8-016,Test
34,6.13,Warning Signal Activation for Operational Failures Affecting REESS Safety,"The REESS or vehicle system shall provide a signal to activate the warning specified in paragraph 5.2.3. in the event of operational failure of the vehicle controls (e.g.
input and output signals to the management system of REESS, sensors within REESS, etc.) that manage the safe operation of the REESS.",SRP8-175,Analysis (Simulation)
35,6.14,Warning Signal Activation for Thermal Events in REESS,The REESS or vehicle system shall provide a signal to activate the warning specified in paragraph 5.2.3. in the case of a thermal event in the REESS (as specified by the manufacturer).,SRP8-175,Analysis (Simulation)
36,6.15.1,Warning Signal Activation for Thermal Events in REESS,"The REESS or vehicle system shall provide a signal to activate the advance warning indication in the vehicle to allow egress or 5 minutes prior to the presence of a hazardous situation inside the passenger compartment caused by thermal propagation which is triggered by an internal short circuit leading to a single cell thermal runaway such as fire, explosion or smoke.",SRP8-175,Analysis (Simulation)
37,16.15.2.2,Warning Signal Activation for Thermal Events in REESS,A system diagram of all relevant physical systems and components. Relevant systems and components are those which contribute to protection of vehicle occupants from hazardous effects caused by thermal propagation triggered by a single cell thermal runaway.,SRP8-175,Documentation
38,Annex 4 (1.),Test Method for Measuring Resistance Between Electrical Chassis and Conductive Parts,"Test method using a resistance tester.
The resistance tester is connected to the measuring points (typically, electrical chassis and electro conductive enclosure/electrical protection barrier) and the resistance is measured using a resistance tester that meets the specification that follows:
(a) Resistance tester: Measurement current at least 0.2 A;
(b) Resolution: 0.01 Ω or less;
(c) The resistance R shall be less than 0.1 Ω.",SRP8-018,Test
39,Annex 4 (2.1.),Test Procedure for Resistance Verification Using DC Power Supply Method,"Test Procedure.
The DC power supply, voltmeter and ammeter are connected to the measuring points (Typically, electrical chassis and electro conductive enclosure/electrical protection barrier).
The voltage of the DC power supply is adjusted so that the current flow becomes at least
0.2 A.
The current ""I"" and the voltage ""U"" are measured.
The resistance ""R"" is calculated according to the following formula: R = U / I
The resistance R shall be less than 0.1 Ω.",SRP8-018,Test
40,Annex 5A (2.1.2.),Test Procedure for Resistance Verification Using DC Power Supply Method,"An isolation resistance test instrument shall be connected between the live parts and the electrical chassis. Then, the isolation resistance shall be measured by applying a DC voltage at least half of the working voltage of the high voltage bus.",SRP8-039,Test
41,Annex 5A (2.2.2.),Voltmeter Specifications for Resistance Measurement Testing,The voltmeter used in this test shall measure DC values and shall have an internal resistance of at least 10 MΩ.,SRP8-039,Inspection
42,"Annex 5A (2.2.3.1., 2.2.3.2., 2.2.3.3., 2.2.3.4., 2.2.3.5.)",Procedure for Measuring Electrical Isolation Resistance of High Voltage Bus,"The voltage is measured as shown in Figure 1 and the high voltage bus voltage (Ub) is recorded. Ub shall be equal to or greater than the nominal operating voltage of the REESS and/or energy conversion system as specified by the vehicle manufacturer. Measure and record the voltage (U1) between the negative side of the high voltage bus and the electrical chassis (see Figure 1). Measure and record the voltage (U2) between the positive side of the high voltage bus and the electrical chassis (see Figure 1). If U1 is greater than or equal to U2, insert a standard known resistance (Ro) between the negative side of the high voltage bus and the electrical chassis. With Ro installed, measure the voltage (U1’) between the negative side of the high voltage bus and the electrical chassis (see Figure 2).
Calculate the electrical isolation (Ri) according to the following formula: Ri = Ro*Ub*(1/U1’ – 1/U1)
If U2 is greater than U1, insert a standard known resistance (Ro) between the positive side of the high voltage bus and the electrical chassis. With Ro installed, measure the voltage (U2’) between the positive side of the high voltage bus and the electrical chassis (see Figure 3). Calculate the electrical isolation (Ri) according to the formula shown. Divide this electrical isolation value (in Ω) by the nominal operating voltage of the high voltage bus (in volts).
Calculate the electrical isolation (Ri) according to the following formula: Ri = Ro*Ub*(1/U2’ – 1/U2)
The electrical isolation value Ri (in Ω) divided by the working voltage of the high voltage bus (in volts) results in the isolation resistance (in Ω/V).",SRP8-039,Test
43,Annex 6,Procedure for Verifying Isolation Resistance Using Inserted Resistor Method,"(a) Determine the isolation resistance, Ri, of the electric power train with the electrical isolation monitoring system using the procedure outlined Annex 5A.
(b) If the minimum isolation resistance value required in accordance with paragraphs
5.1.3.1. or 5.1.3.2. is 100 Ω/V, insert a resistor with resistance Ro between either side of the high voltage bus that exhibit lower value in U1 or U2 measured in accordance with paragraph 2.2.3. of Annex 5A and the electrical chassis. The magnitude of the resistor, Ro, shall be such that:
1/(1/(95xU) – 1/Ri) ≤ Ro < 1/(1/(100xU) – 1/Ri)
where U is the working voltage of the electric power train.
(c) If the minimum isolation resistance value required in accordance with paragraphs
5.1.3.1. or 5.1.3.2. is 500 Ω/V, insert a resistor with resistance Ro between either side of the high voltage bus that exhibit lower value in U1 or U2 measured in accordance with paragraph 2.2.3. of Annex 5A and the electrical chassis. The magnitude of the resistor, Ro, shall be such that:
1/(1/(475xU) – 1/Ri) ≤ Ro < 1/(1/(500xU) – 1/Ri)
where U is the working voltage of the electric power train.",SRP8-039,Test
44,Annex 7A (1),Documentation Requirements for Isolation Resistance and Water Ingress Testing,"Documentation shall contain the following information:
(a) on how the manufacturer tested isolation resistance compliance of electrical design of the vehicle by using fresh water;
(b) on how, after the test had been carried out, the high-voltage component or system was inspected for ingress of water and how, depending on its mounting location, each high voltage component/system met the appropriate degree of protection against water.",SRP8-039,Documentation
45,Annex 7A (2.2.),Water Spray Test Procedure for Open-Underneath Externally Mounted High-Voltage Components,"For electrical components, externally attached (e.g. in engine compartment), open underneath, both exposed or protected locations, the testing authority shall verify, with a view to confirming the compliance, whether the test is conducted by spraying the high- voltage component or system from all practicable directions with a stream of water from a standard test nozzle as shown in Figure 1. The following parameters are observed during the test in particular:
(a) Nozzle internal diameter: 6.3 mm;
(b) Delivery rate: 11.9 – 13.2 l/min;
(c) Water pressure at the nozzle: approximately 30 kPa (0.3 bar);
(d) Test duration per m2 of surface area of the tested high-voltage component or system: 1 min;
(e) Minimum test duration: 3 min;
(f) Distance from nozzle to tested high-voltage component or system surface: approximately 3 m (this distance may be reduced, if necessary to ensure proper wetting when spraying upwards)",SRP8-039,Test
46,Annex 7A (2.3.),Splash Water Test Procedure for Externally Mounted Electrical Components,"For electrical components, externally attached (e.g. in engine compartment), covered from underneath, the testing authority shall verify, with a view to confirming the compliance, whether:
(a) The cover protects the component against direct spray water from underneath and is not visible;
(b) The test is conducted by using splashing test nozzle as shown in Figure 2;
(c) The moving shield is removed from the spray nozzle and the machine is sprayed from all practicable directions;
(d) The water pressure is adjusted to give a delivery rate of (10 ± 0.5) l/min (pressure approximately 80 kPa to 100 kPa (0.8 bar to 1.0 bar));
(e) The test duration is 1 min/m2 of calculated surface area of the machine (excluding any mounting surface and cooling fin) with a minimum duration of 5 min.",SRP8-039,Test
47,Annex 7A (3.),Isolation Resistance Compliance Check for Entire High-Voltage System or Components,"The entire high voltage system or each component is checked to comply with the isolation resistance requirement in paragraph 5.1.3. with the following conditions:
(a) The electric chassis shall be simulated by an electric conductor, e.g. a metal plate, and the components are attached with their standard mounting devices to it;
(b) Cables, where provided, shall be connected to the component.",SRP8-039,Test
48,"Annex 8 (4.2., 4.3., 4.4., 4.5., 4.6.)",Hydrogen Emission Measurement System Specifications and Data Recording Requirements,"The hydrogen emission measurement enclosure shall be a gas-tight measuring chamber able to contain the vehicle/REESS under test. The vehicle/REESS shall be accessible from all sides and the enclosure when sealed shall be gas-tight in accordance with Appendix 1 to this annex. The inner surface of the enclosure shall be impermeable and non-reactive to hydrogen.
The temperature conditioning system shall be capable of controlling the internal enclosure air temperature to follow the prescribed temperature throughout the test, with an average tolerance of ±2 K over the duration of the test.
To accommodate the volume changes due to enclosure hydrogen emissions, either a variable-volume or another test equipment may be used. The variable-volume enclosure expands and contracts in response to the hydrogen emissions in the enclosure. Two potential means of accommodating the internal volume changes are movable panels, or a bellows design, in which impermeable bags inside the enclosure expand and contract in response to internal pressure changes by exchanging air from outside the enclosure. Any design for volume accommodation shall maintain the integrity of the enclosure as specified in Annex 8, Appendix 1.
Any method of volume accommodation shall limit the differential between the enclosure internal pressure and the barometric pressure to a maximum value of ±5hPa.
The enclosure shall be capable of latching to a fixed volume. A variable volume enclosure shall be capable of accommodating a change from its ""nominal volume"" (see Annex 8, Appendix 1, paragraph 2.1.1.), taking into account hydrogen emissions during testing.
Analytical systems
Hydrogen analyser
The atmosphere within the chamber is monitored using a hydrogen analyser (electrochemical detector type) or a chromatograph with thermal conductivity detection. Sample gas shall be drawn from the mid-point of one side-wall or roof of the chamber and any bypass flow shall be returned to the enclosure, preferably to a point immediately downstream of the mixing fan.
The hydrogen analyser shall have a response time to 90 per cent of final reading of less than 10 seconds. Its stability shall be better than 2 per cent of full scale at zero and at 80 per cent ± 20 per cent of full scale, over a 15-minute period for all operational ranges.
The repeatability of the analyser expressed as one standard deviation shall be better than 1 per cent of full scale, at zero and at 80 per cent ± 20 per cent of full scale on all ranges used.
The operational ranges of the analyser shall be chosen to give best resolution over the measurement, calibration and leak checking procedures.
Hydrogen analyser data recording system
The hydrogen analyser shall be fitted with a device to record electrical signal output, at a frequency of at least once per minute. The recording system shall have operating characteristics at least equivalent to the signal being recorded and shall provide a permanent record of results. The recording shall show a clear indication of the beginning and end of the normal charge test and charging failure operation.
Temperature recording
The temperature in the chamber is recorded at two points by temperature sensors, which are connected so as to show a mean value. The measuring points are extended approximately 0.1 m into the enclosure from the vertical centre line of each side-wall at a height of 0.9 ± 0.2 m.
The temperatures in the proximity of the cells are recorded by means of the sensors.
Temperatures shall, throughout the hydrogen emission measurements, be recorded at a frequency of at least once per minute.
The accuracy of the temperature recording system shall be within ±1.0 K and the temperature shall be capable of being resolved to ±0.1 K.
The recording or data processing system shall be capable of resolving time to ± 15 seconds.
Pressure recording
The difference delta p between barometric pressure within the test area and the enclosure internal pressure shall, throughout the hydrogen emission measurements, be recorded at a frequency of at least once per minute.
The accuracy of the pressure recording system shall be within ±2 hPa and the pressure shall be capable of being resolved to ±0.2 hPa.
The recording or data processing system shall be capable of resolving time to ±15 seconds.
Voltage and current intensity recording
The charger voltage and current intensity (battery) shall, throughout the hydrogen emission measurements, be recorded at a frequency of at least once per minute.
The accuracy of the voltage recording system shall be within ±1 V and the voltage shall be capable of being resolved to ±0.1 V.
The accuracy of the current intensity recording system shall be within ±0.5 A and the current intensity shall be capable of being resolved to ±0.05 A.
The recording or data processing system shall be capable of resolving time to ±15 seconds.",SRP8-182,Test
49,Annex 8 (5.1.1.2.),Initial Charging Procedure for REESS Prior to Hydrogen Emission Testing,"Initial charge of the REESS The charge is carried out:
(a) With the charger;
(b) In an ambient temperature between 293 K and 303 K. The procedure excludes all types of external chargers.
The end of REESS charge criteria corresponds to an automatic stop given by the charger.
This procedure includes all types of special charges that could be automatically or manually initiated like, for instance, the equalisation charges or the servicing charges.",SRP8-016,Test
50,Annex 8 (5.1.3.),Battery Soak Procedure Prior to Hydrogen Emission Testing,"Soak
Within fifteen minutes of completing the battery discharge operation specified in paragraph 5.1.2., the vehicle is parked in the soak area. The vehicle is parked for a minimum of 12 hours and a maximum of 36 hours, between the end of the traction battery discharge and the start of the hydrogen emission test during a normal charge. For this period, the vehicle shall be soaked at 293 K ± 2 K.",SRP8-016,Test
51,Annex 8 (5.1.4.2.),Hydrogen Analyser Calibration Before Test,The hydrogen analyser shall be zeroed and spanned immediately prior to the test.,SRP8-182,Test
52,Annex 8 (5.1.4.7.),Normal Charge Procedure and Overcharging Protocol,"Procedure of normal charge
The normal charge is carried out with the charger and consists of the following steps:
(a) Charging at constant power during t1;
(b) Over-charging at constant current during t2. Over-charging intensity is specified by manufacturer and corresponds to the one used during equalisation charging.
The end of REESS charge criteria corresponds to an automatic stop given by the charger to a charging time of t1 + t2. This charging time will be limited to t1 + 5 h, even if a clear indication is given to the driver by the standard instrumentation that the battery is not yet fully charged.",SRP8-021,Test
53,Annex 8 (5.1.4.8.),Post-Test Calibration of Hydrogen Analyser,The hydrogen analyser shall be zeroed and spanned immediately before the end of the test.,SRP8-182,Test
54,Annex 8 (5.1.5.9.),Charging Failure Procedure for Hydrogen Emission Testing,"Procedure of charging failure
The charging failure is carried out with the suitable charger and consists of the following steps:
(a) Charging at constant power during t'1;
(b) Charging at maximum current as recommended by the manufacturer during 30 minutes. During this phase, the charger shall supply maximum current as recommended by the manufacturer.",SRP8-021,Test
55,Annex 8 (5.2.3.),REESS Soak Conditions Prior to Hydrogen Emission Test,"Within 15 minutes of the end of the REESS discharge operation specified in paragraph 5.2.2. above, and before the start of the hydrogen emission test, the REESS shall be soaked at 293 K ± 2 K for a minimum period of 12 hours and a maximum of period of 36 hours.",SRP8-016,Test
56,Annex 8 Appendix 1 (3.),REESS Soak Conditions Prior to Hydrogen Emission Test,"Calibration of the hydrogen analyser
The analyser should be calibrated using hydrogen in air and purified synthetic air. See Annex 8, paragraph 4.8.2.",SRP8-056,Test
57,Annex 8 (3.3.),Calibration Curve Accuracy for Hydrogen Analyser,The calibration curve shall not differ by more than two per cent from the nominal value of each calibration gas.,SRP8-182,Simulation Analysis
58,Annex 8 (3.4.),Calibration Data Table and Polynomial Coefficient Application for Hydrogen Analyser,"Using the coefficients of the polynomial derived from paragraph 3.2. above, a table of analyser readings against true concentrations shall be drawn by steps no greater than 1 per cent of full scale. This is to be carried out for each analyser range calibrated.
This table shall also contain other relevant data such as:
(a) date of calibration;
(b) span and zero potentiometer readings (where applicable);
(c) nominal scale;
(d) reference data of each calibration gas used;
(e) real and indicated value of each calibration gas used together with the percentage differences;
(f) calibration pressure of analyser.",SRP8-182,Documentation
59,Annex 8 (3.5.),Use of Alternative Calibration Methods with Verified Equivalent Accuracy,"Alternative methods (e.g. computer, electronically controlled range switch) can be used if it is proven to the technical service that these methods give equivalent accuracy.",SRP8-056,Simulation Analysis
60,Annex 9 Appendix 1,Standard Cycle Procedure: Discharge and Charge at Controlled Ambient Temperature,A standard cycle shall start with a standard discharge followed by a standard charge. The standard cycle shall be conducted at an ambient temperature of 20 ± 10 °C.,SRP8-016,Test
61,Annex 9 Appendix 2 (3.),State of Charge (SOC) Thresholds for Testing Based on REESS Charging Type,"When the vehicle or REESS subsystem is tested, the SOC shall be no less than 95 per cent of the SOC according to paragraphs 1. and 2. above for REESS designed to be externally charged and shall be no less than 90 per cent of SOC according to paragraphs
1. and 2. above for REESS designed to be charged only by an energy source on the vehicle. The SOC will be confirmed by a method provided by the manufacturer.",SRP8-016,Documentation
62,Annex 9A (3.1.),"General Test Conditions for Vibration, Thermal, and Shock Testing of REESS","General test conditions
The following conditions shall apply to the Tested-Device:
(a) The test shall be conducted at an ambient temperature of 22 ± 5 °C;
(b) At the beginning of the test, the SOC shall be adjusted in accordance with Annex 9, Appendix 2;
(c) At the beginning of the test, all protection devices which affect the function(s) of the Tested-Device that are relevant to the outcome of the test shall be operational.",SRP8-085,Documentation
63,Annex 9A (3.2.),Vibration Test Procedure for REESS Durability Evaluation,"Test procedures
The Tested-Devices shall be subjected to a vibration having a sinusoidal waveform with a logarithmic sweep between 7 Hz and 50 Hz and back to 7 Hz traversed in 15 minutes. This cycle shall be repeated 12 times for a total of 3 hours in the vertical direction of the mounting orientation of the REESS as specified by the manufacturer.",SRP8-016,Test
64,Annex 9A,Post-Vibration Standard Cycle and Observation Requirements for REESS,"After the vibration, a standard cycle as described in Annex 9, Appendix 1 shall be conducted, if not inhibited by the Tested-Device.
The test shall end with an observation period of 1 h at the ambient temperature conditions of the test environment.",SRP8-016,Test
65,Annex 9B (3.1.),Initial Test Conditions for REESS Thermal Shock and Cycling Evaluation,"General test conditions
The following conditions shall apply to the Tested-Device at the start of the test:
(a) The SOC shall be adjusted in accordance with Annex 9, Appendix 2;
(b) All protection devices, which would affect the function of the Tested-Device and which are relevant to the outcome of the test shall be operational.",SRP8-187,Inspection
66,Annex 9B (3.2.),Thermal Shock and Cycling Test Procedure for REESS,"Test procedure
The Tested-Device shall be stored for at least six hours at a test temperature equal to 60
± 2 °C or higher if requested by the manufacturer, followed by storage for at least six hours at a test temperature equal to -40 ± 2 °C or lower if requested by the manufacturer. The maximum time interval between test temperature extremes shall be 30 minutes. This procedure shall be repeated until a minimum of 5 total cycles are completed, after which the Tested-Device shall be stored for 24 hours at an ambient temperature of 22 ± 5 °C.
After the storage for 24 hours, a standard cycle as described in Annex 9, Appendix 1 shall be conducted, if not inhibited by the Tested-Device.
The test shall end with an observation period of 1 h at the ambient temperature conditions of the test environment.",SRP8-016,Test
67,Annex 9C (3.1.),General Conditions for Mechanical Shock Testing of REESS,"General test conditions and requirements
The following condition shall apply to the test:
(a) The test shall be conducted at an ambient temperature of 20 ± 10 °C,
(b) At the beginning of the test, the SOC shall be adjusted in accordance with Annex 9, Appendix 2;
(c) At the beginning of the test, all protection devices which affect the function of the Tested-Device and which are relevant to the outcome of the test, shall be operational.",SRP8-187,Inspection
68,Annex 9C (3.2.),Mechanical Shock Test Procedure and Pulse Requirements for REESS,"Test procedure
The Tested-Device shall be decelerated or accelerated in compliance with the acceleration corridors which are specified in Tables 1 to 3. The manufacturer shall decide whether the tests shall be conducted in either the positive or negative direction or both.
For each of the test pulses specified, a separate Tested-Device may be used.
The test pulse shall be within the minimum and maximum value as specified in Tables 1 to 3. A higher shock level and /or longer duration as described in the maximum value in Tables 1 to 3 can be applied to the Tested-Device if recommended by the manufacturer.
The test shall end with an observation period of 1 hour at the ambient temperature conditions of the test environment.",SRP8-016,Test
69,Annex 9E (3.2.2.),Component-Based Fire Resistance Test Setup for REESS,"Component based test
In case of component based test, the manufacturer may choose either gasoline pool fire test or LPG burner test.
The Tested-Device shall be placed on a grating table positioned above the pan, in an orientation according to the manufacturer’s design intent.
The grating table shall be constructed by steel rods, diameter 6-10 mm, with 4-6 cm in between. If needed the steel rods could be supported by flat steel parts.",SRP8-016,Test
