Checklist,Clause,Req Name,Details,Project ID,Verification Method
14,6.1.4.1,Ground Clearance,"6.1.4.1. The ‘Ground Clearance’ of a motor vehicle, other than an L-Group vehicle, measured from a horizontal road surface to any applicable point on the underside of the vehicle must, under the conditions of ‘Maximum Loaded Test Mass’ loading as specified in the relevant braking rule, be not less than:
6.1.4.1.1. for the mid-point between any 2 consecutive ‘Axles’, the dimension in millimetres obtained by multiplying the distance between those 2 ‘Axles’ in metres by 33.33; and
6.1.4.1.2. for any other point, ‘Ground Clearance’ is such that if the wheels of one ‘Axle’ are on one plane and the wheels on the next consecutive ‘Axle’ are on another plane which intersects the first so that the angle between them is 7 degrees 38 minutes the point will pass over the apex transverse to the vehicle formed by that intersection, as shown in Figure 1.",SRP8-173,Calculations
15,6.1.5.1,Overall Width,"The ‘Overall Width’ of a category MA, MB, MC, MD, ME, NA or
sub-category NB1 vehicle must not exceed 2,500 mm.",SRP8-167,Inspection
16,6.1.5.1,Overall Width,"The ‘Overall Width’ of a category MA, MB, MC, MD, ME, NA or
sub-category NB1 vehicle must not exceed 2,500 mm.",SRP8-173,Inspection
19,6.1.5.1,Overall Width,"The ‘Overall Width’ of a category MA, MB, MC, MD, ME, NA or
sub-category NB1 vehicle must not exceed 2,500 mm.",SRP8-170,Inspection
20,6.1.5.1,Overall Width,"The ‘Overall Width’ of a category MA, MB, MC, MD, ME, NA or
sub-category NB1 vehicle must not exceed 2,500 mm.",SRP8-171,Inspection
21,6.1.6.1,Running Clearance,"The ‘Running Clearance’ of a motor vehicle, other than an L-Group vehicle, must be not less than 100 mm.",SRP8-167,Inspection
22,6.1.6.1,Running Clearance,"The ‘Running Clearance’ of a motor vehicle, other than an L-Group vehicle, must be not less than 100 mm.",SRP8-171,Inspection
23,6.1.6.1,Running Clearance,"The ‘Running Clearance’ of a motor vehicle, other than an L-Group vehicle, must be not less than 100 mm.",SRP8-173,Inspection
24,7.1,Axle Configuration,"7.1. A rigid motor vehicle must be supported by 2 ‘Axle Groups’ disposed as follows:
7.1.1. one towards the front of the vehicle, with all wheels connected to the steering system for that part of the vehicle, either a ‘Single Axle’ or a ‘Twin Steer Axle Group’; and
7.1.2. one towards the rear of the vehicle.",SRP8-049,Inspection
25,8.1,Load Sharing Suspension,"8.1. All the ‘Axles’ in an ‘Axle Group’ other than a ‘Twin Steer Axle Group’ must be related to each other through a ‘Load Sharing Suspension’ except:
8.1.1. this requirement must not apply to a ‘Close Coupled Axle Group’ on any motor vehicle or trailer (including a ‘Semi-trailer’) with a ‘GVM’ or ‘ATM’ less than 4.5 tonne provided that the load carrying capacity of each of the ‘Axles’ and the wheel and tyres fitted to each ‘Axle’ is at least 120% of the nominal load imposed on that ‘Axle’ with the vehicle or trailer at its ‘GVM’ or ‘ATM’; and
8.1.2. this requirement must not apply to a ‘Close Coupled Axle Group’ fitted with a ‘Retractable Axle’ on any motor vehicle or trailer (including a ‘Semi-trailer’) with a ‘GVM’ or ‘ATM’ less than 4.5 tonne provided that the load carrying capacity of each other ‘Axle’ and the wheels and tyres fitted to it is at least equal to the load imposed on that ‘Axle’ with the motor vehicle or trailer at its ‘GVM’ or ‘ATM’ and with the ‘Retractable Axle’ retracted",,Inspection
26,8.1,Load Sharing Suspension,"8.1. All the ‘Axles’ in an ‘Axle Group’ other than a ‘Twin Steer Axle Group’ must be related to each other through a ‘Load Sharing Suspension’ except:
8.1.1. this requirement must not apply to a ‘Close Coupled Axle Group’ on any motor vehicle or trailer (including a ‘Semi-trailer’) with a ‘GVM’ or ‘ATM’ less than 4.5 tonne provided that the load carrying capacity of each of the ‘Axles’ and the wheel and tyres fitted to each ‘Axle’ is at least 120% of the nominal load imposed on that ‘Axle’ with the vehicle or trailer at its ‘GVM’ or ‘ATM’; and
8.1.2 this requirement must not apply to a ‘Close Coupled Axle Group’ fitted with a ‘Retractable Axle’ on any motor vehicle or trailer (including a ‘Semi-trailer’) with a ‘GVM’ or ‘ATM’ less than 4.5 tonne provided that the load carrying capacity of each other ‘Axle’ and the wheels and tyres fitted to it is at least equal to the load imposed on that ‘Axle’ with the motor vehicle or trailer at its ‘GVM’ or ‘ATM’ and with the ‘Retractable Axle’ retracted",,Inspection
27,9.1,Retractable Axle Lowering,The ‘Retractable Axle’ must automatically lower to the ‘Fully-down’ position no later than when the ‘Prescribed Transition Mass’ shown in Table 1 is reached.,,
28,9.2,Retractable Axle Remain,The ‘Retractable Axle’ must remain in the ‘Fully-down’ position when the ‘Prescribed Transition Mass’ shown in Table 1 is exceeded.,,
29,9.3,Retractable Axle Fixed,"The ‘Retractable Axle’ must remain fixed, in either the raised or ‘Fully-down’ position, when the vehicle is in motion. This requirement does not require speed sensing. It must be demonstrated however, that in the intended service of the vehicle, road shock or other influences will not cause the ‘Retractable Axle’ to raise or lower. Compliance with this requirement must be demonstrated by providing evidence that the designed response of the control system prevents the inadvertent raising or lowering of the ‘Retractable Axle’.",,
30,9.4,Retractable Axle Configurations,"9.4. A vehicle fitted with a ‘Retractable Axle’ must, in all ‘Configurations’, comply with all relevant requirements of clause 6.",,
