Checklist,Clause,Req Name,Details,Project ID,Verification Method
21,8.1.4,Additional Lamp height Considerations 1,"Additional direction indicator, hazard warning, stop, parking, end outline marker, rear and front position lamps and rear, front and side retro reflectors may be fitted to satisfy specific safety and operational requirements. These additional lamps shall be fitted as close as possible to the maximum height of the vehicle.",SRP8-011,Inspection
22,8.1.4,Additional Lamp height Considerations 1,"Additional direction indicator, hazard warning, stop, parking, end outline marker, rear and front position lamps and rear, front and side retro reflectors may be fitted to satisfy specific safety and operational requirements. These additional lamps shall be fitted as close as possible to the maximum height of the vehicle.",SRP8-171,Inspection
23,8.1.5,Additional Lamp height Considerations 2,"Where additional lamps referred to in 8.1.4 above are fitted, the maximum height as specified in Appendix A for direction indicator lamps, stop lamps, parking lamps, end outline marker, rear and front position lamps and rear, front and side reflectors does not apply.",SRP8-012,Analysis
24,8.1.5,Additional Lamp height Considerations 2,"Where additional lamps referred to in 8.1.4 above are fitted, the maximum height as specified in Appendix A for direction indicator lamps, stop lamps, parking lamps, end outline marker, rear and front position lamps and rear, front and side reflectors does not apply.",SRP8-013,Analysis
25,8.1.5,Additional Lamp height Considerations 2,"Where additional lamps referred to in 8.1.4 above are fitted, the maximum height as specified in Appendix A for direction indicator lamps, stop lamps, parking lamps, end outline marker, rear and front position lamps and rear, front and side reflectors does not apply.",SRP8-077,Analysis
26,8.1.5,Additional Lamp height Considerations 2,"Where additional lamps referred to in 8.1.4 above are fitted, the maximum height as specified in Appendix A for direction indicator lamps, stop lamps, parking lamps, end outline marker, rear and front position lamps and rear, front and side reflectors does not apply.",SRP8-011,Analysis
27,8.1.5,Additional Lamp height Considerations 2,"Where additional lamps referred to in 8.1.4 above are fitted, the maximum height as specified in Appendix A for direction indicator lamps, stop lamps, parking lamps, end outline marker, rear and front position lamps and rear, front and side reflectors does not apply.",SRP8-171,Analysis
28,8.1.6,Additional Driving Lamp Requirements,"In addition to the main-beam headlamps in paragraph 6.1 of Appendix A, driving lamp(s) up to a maximum of four may be installed, in which case the requirements of clause 9.3 of this standard must be met.",SRP8-012,Inspection
29,9.1,,EXTERNAL CABIN LAMP,,
30,9.1.1,"invalid (vehicles not wider than 2,100mm)","Presence: Optional on motor vehicles more than 2,100 mm wide. Prohibited on other vehicles.",,
31,9.1.2,"invalid (vehicles not wider than 2,100mm)",Number: Up to 5.,,
32,9.1.3,"invalid (vehicles not wider than 2,100mm)",Arrangement: see clauses 9.1.4 and 9.1.4.3.,,
33,9.1.4,"invalid (vehicles not wider than 2,100mm)",Position:,,
34,9.1.4.1,"invalid (vehicles not wider than 2,100mm)","In width: spaced symmetrically about the median longitudinal plane of the vehicle, not less than 120 mm centre to centre.",,
35,9.1.4.2,"invalid (vehicles not wider than 2,100mm)",In height: fixed to or above the cabin roof.,,
36,9.1.4.3,"invalid (vehicles not wider than 2,100mm)",In length: at the front of the vehicle.,,
37,9.1.5,"invalid (vehicles not wider than 2,100mm)",Geometric visibility: Horizontal angle: no specific requirements. Vertical angle: no specific requirements.,,
38,9.1.6,"invalid (vehicles not wider than 2,100mm)",Orientation: Forwards,,
39,9.1.7,"invalid (vehicles not wider than 2,100mm)",Electrical connections: No specific requirements,,
40,9.1.8,"invalid (vehicles not wider than 2,100mm)","Tell-tale: Optional. If it exists, its function must be carried out by the tell-tale required for the front and rear position lamps.",,
41,9.1.9,"invalid (vehicles not wider than 2,100mm)",Other requirements: None,,
42,9.2,,SIDE MARKER LAMPS,,
43,9.2.1,N/A,"Presence: see clause 7.4 -> For side marker lamps, manufacturers may choose not to meet the requirements of paragraph 6.18 of Appendix A, in which case they must meet the requirements of clause 9.2. of this standard.",,
44,9.2.1.1,N/A,Required on motor vehicles with an ‘Overall Width’ over 2.1 metres and a ‘Total Length’ over 7.5 metres.,,
45,9.2.1.2,N/A,Required on trailers with an ‘Overall Width’ over 2.1 metres or a ‘Total Length’ over 7.5 metres.,,
46,9.2.1.3,N/A,Required on ‘Semi-trailers’ irrespective of ‘Overall Width’ or ‘Total Length’.,,
47,9.2.1.4,N/A,Optional on all other vehicles.,,
48,9.2.2,N/A,"Number: Lamps complying with ADR 74/00 clause 5.1.2 are to be fitted according to the following Arrangement. Alternatively, lamps complying with ADR 74/00 Appendix A and fitted according to paragraph 6.18 of Appendix A of this standard are deemed to comply.",,
49,9.2.3,N/A,Arrangement:,,
50,9.2.3.1,N/A,"Additional pairs of lamps, equally spaced between the front and the rear lamps, are permitted, provided that the distances between the centres of adjacent lamps is not more than 5 metres.",,
51,9.2.3.2,N/A,Arrangement A applies to motor vehicles with a “Total Length’ over 7.5 metres and to trailers with an ‘Overall Width’ over 2.1 metres.,,
52,9.2.3.3,N/A,Arrangement B applies to ‘Semi-trailers’ with a ‘Total Length’ equal to or less than 7.5 metres.,,
53,9.2.3.4,N/A,Arrangement C must apply to trailers (including ‘semi-trailers’) with a ‘Total Length’ over 7.5 metres.,,
54,9.2.4,N/A,Position:,,
55,9.2.4.1,N/A,In width: that point on the illuminating surface which is farthest from the vehicle’s median longitudinal plane must not be more than 150 mm from the extreme outer edge of the vehicle.,,
56,9.2.4.2,N/A,"In height: at the same height as far as practicable above the ground not less than 600 mm nor more than 1,500 mm (2,100 mm if the shape of the bodywork makes it impossible to keep within 1,500 mm).",,
57,9.2.4.3,N/A,In length: According to the arrangement of clause 9.2.3.,,
58,9.2.4.3.1,N/A,"That point on the illuminating surface which is farthest from the vehicle’s median longitudinal plane must: In the case of rear lamps, not be more than 300 mm from the rear of the side of the vehicle on which the lamp is mounted.",,
59,9.2.4.3.2,N/A,"In the case of front lamps mounted on trailers, not be more than 300 mm from the front of the side of the vehicle on which the lamp is mounted.",,
60,9.2.4.3.3,N/A,"In the case of front lamps mounted on motor vehicles, be within the front third of the vehicle’s length but not forward of a vertical transverse plane through the rear most point of the driver’s ‘Seat’ when in its rearmost normal driving position.",,
61,9.2.4.3.4,N/A,"Where it would be reasonably impracticable for constructional reasons to comply with the requirements of clauses 9.2.4.3.1 and/or 9.2.4.3.2 and 9.2.4.3.3, be as close as possible to the front and/or rear respectively, provided that where the distance between the front and rear lamps would then be less than 2.5 metres, only the rearmost pair of lamps need be fitted.",,
62,9.2.5,N/A,"Geometric visibility: Horizontal angle: from 5°, if the height of the lamp is less than 750 mm.",,
63,9.2.6,N/A,Orientation: Outwards,,
64,9.2.7,N/A,Electrical connections: No specific requirement,,
65,9.2.8,N/A,"Tell-tale: Optional. If it exists, its function must be carried out by the tell-tale required for the front and rear position lamps.",,
66,9.2.9,N/A,Other requirements: None,,
67,9.3,,DRIVING LAMPS,,
68,9.3.1,N/A,Presence: Optional on motor vehicles. Prohibited on trailers.,,
69,9.3.2,N/A,Number:,,
70,9.3.2.1,N/A,Up to a maximum of four.,,
71,9.3.2.2,N/A,To be used in conjunction with headlamps.,,
72,9.3.3,N/A,Arrangement:,,
73,9.3.3.1,N/A,No special requirement.,,
74,9.3.4,N/A,Position:,,
75,9.3.4.1,N/A,In width: no individual specifications;,,
76,9.3.4.1.1,N/A,Be fitted symmetrically in relation to the median longitudinal plane of the vehicle.,,
77,9.3.4.2,N/A,In height: no individual specifications.,,
78,9.3.4.3,N/A,In length: At the front of the vehicle. This requirement shall be deemed to be satisfied if the light emitted does not cause discomfort to the driver either directly or indirectly through the devices for indirect vision and/or other reflecting surfaces of the vehicle.,,
79,9.3.5,N/A,Geometric visibility: No individual specifications.,,
80,9.3.6,N/A,Orientation: Towards the front.,,
81,9.3.7,N/A,Electrical connections: The driving lamps must be able to be lighted only when the main-beam headlamps switch is in the “lamps on” position.,,
82,9.3.8,N/A,Tell-tale: No requirement.,,
83,9.3.9,N/A,Other requirements: None,,
84,10.1,,DIRECTION INDICATOR LAMP,,
85,10.1.1,N/A,"Additional Lamps: For motor vehicles and semi-trailers more than 7.5 metres long, additional to any side repeating direction-indicator lamps (category 5 or 6) permitted by paragraph 6.5.3 of Appendix A, a further pair of side repeating direction-indicator lamps may be fitted approximately mid-way in length between the rear direction-indicator lamps (category 2a or 2b) and the rearmost of any other side repeating direction-indicator lamps or approximately midway along the length of the vehicle.",,
86,10.1.2,N/A,"Tell-tale: In paragraph 6.5.8 of Appendix A, the third paragraph dealing with tell-tale requirements for vehicles equipped to tow trailers does not apply.",,
87,10.1.3,N/A,"For directional-indicator lamp requirements on a TA (O1) category trailer having an overall width not exceeding 980 mm, manufacturers may choose to comply with:",,
88,10.1.3.1,Extra Position considerations,"The provision under paragraph 6.5 of Appendix A of this standard with additional position requirements to the options in paragraph 6.5.4.1, such that the distance between the inner edges of the two apparent surfaces in the direction of the reference axis shall not be less than 180 mm;",SRP8-013,Test
89,10.1.3.2,N/A,"The provisions for directional-indicator lamps in ADR 19/02, Appendix A, paragraph 6.3.",,
90,10.2,,STOP LAMPS,,
541,10.2.1,Extra Tell tale S1 Category,"Operating Tell-tale: In paragraph 6.7.8 of Appendix A, the tell-tale may flash to signal multiple globe failure or complete circuit failure.",SRP8-011,Demonstration
91,10.2.1,Extra Tell tale S3 Category,"Operating Tell-tale: In paragraph 6.7.8 of Appendix A, the tell-tale may flash to signal multiple globe failure or complete circuit failure.",SRP8-077,Demonstration
92,10.2.2,N/A,"For stop lamp requirements on a TA (O1) category trailer having an overall width not exceeding 980 mm, manufacturers may choose to comply with:",,
542,10.2.2.1,Extra Position considerations S1 Category,"The provision under paragraph 6.7 of Appendix A of this standard with additional position requirements to the options in paragraph 6.7.4.1, such that the distance between the inner edges of the two apparent surfaces in the direction of the reference axis shall not be less than 180 mm;",SRP8-011,Test
93,10.2.2.1,Extra Position considerations S3 Category,"The provision under paragraph 6.7 of Appendix A of this standard with additional position requirements to the options in paragraph 6.7.4.1, such that the distance between the inner edges of the two apparent surfaces in the direction of the reference axis shall not be less than 180 mm;",SRP8-077,Test
94,10.2.2.2,N/A,"The provisions for stop lamps in ADR 19/02 Appendix A, paragraph 6.4.",,
95,10.3,,FRONT POSITION LAMP,,
96,10.3.1.2,N/A,"Optional on trailers which are not more than 1,600 mm wide.",,
97,10.3.1.3,N/A,"Mandatory on trailers over 1,600 mm to 1,800 mm wide and over 4 metres in length unless two side marker lamps complying with the requirements of ADR 45/... are fitted to the side of the trailer and positioned in accordance with clauses 9.2.1 and 9.2.2 of this vehicle standard or side marker lamps complying with ADR 74/... are fitted according to paragraph 6.18 of Appendix A of this vehicle standard.",,
98,10.3.1.4,N/A,"Optional on trailers over 1,600 mm to 1,800 mm wide and less than 4 metres in length.",,
99,10.3.1.5,N/A,"Mandatory on trailers over 1,800 mm wide unless two side marker lamps complying with the requirements of ADR 45/... are fitted to the side of the trailer and positioned in accordance with clauses 9.2.1 and 9.2.2 of this vehicle standard or side marker lamps complying with ADR 74/... are fitted according to paragraph 6.18 of Appendix A of this vehicle standard.",,
100,10.4,,REAR FOG LAMP,,
101,10.4.1,N/A,Presence: Paragraph 6.11.1 of Appendix A does not apply. The fitment of rear fog lamps is optional in this standard.,,
102,10.5,,END-OUTLINE MARKER LAMP,,
103,10.5,N/A,Additional requirements for outline marker lamps:,,
104,10.5.1,N/A,"In addition to the requirements of paragraph 6.13.1 of Appendix A, rear end outline marker lamps are optional on vehicles that do not have permanent structure covering the top of the load carrying compartment and on vehicles equipped with load carrying compartments capable of tilting in relation to the rest of the vehicle to load or unload material.",,
105,10.5.2,N/A,Front-end outline marker lamps are optional on trailers that do not have permanent structure covering the top of the load-carrying compartment and on trailers equipped with load carrying compartment capable of tilting in relation to the rest of the vehicle to load or unload material. These lamps are optional on trailers if the maximum achievable separation in height from front position lamps would be less than or equal to 1.5 m.,,
106,10.5.3,N/A,"For the purpose of determining the maximum achievable separation height in clause 10.5.2 above, consideration must be given to whether there is available permanent structure in the mounting plane. Available permanent structure does not include structural elements, which would need to be provided for the sole purpose of mounting these lamps.",,
107,10.5.4,N/A,"Position: In paragraph 6.13.4 of Appendix A, additionally an end-outline marker lamp at or near the front of a motor vehicle may be mounted on an external rear vision mirror or a mirror support provided that no part of the lens of the lamp is visible to the driver when seated in the normal driving position and the mirror is correctly adjusted. The height requirements of paragraph 6.13.4.2 of Appendix A do not apply to end-outline marker lamps mounted on external rear vision mirrors.",,
108,10.5.5,N/A,"Geometric visibility: In paragraph 6.13.5 of Appendix A, lamps with a vertical angle of 15° below the horizontal axis are deemed to comply.",,
109,10.6,,"SIDE RETRO-REFLECTOR, NON TRIANGULAR",,
110,10.6.1,N/A,Position: Additional side retro-reflectors not meeting the height requirements of paragraph 6.17.4.2 of Appendix A are permitted.,,
111,10.7,,CATEGORY S3 STOP LAMPS,,
112,10.7.1,N/A,Vehicles complying with the requirements for Centre High Mounted Stop Lamps in ADR 60/00 need not comply with the requirements for Category S3 Stop Lamps in paragraph 6.7 of Appendix A of this national standard.,,
113,10.8,,REVERSING LAMP,,
114,10.8.1,N/A,"In paragraph 6.4.1 of Appendix A of this standard, where it states Mandatory read Optional for trailer categories.",,
115,10.9,,REAR POSITION LAMP,,
116,10.9.1,N/A,"For rear position lamp requirements on a TA (O1) category trailer having an overall width not exceeding 980 mm, manufacturers may choose to comply with:",,
117,10.9.1.1,N/A,"The provisions of paragraph 6.10 of Appendix A of this standard with additional position requirements to the options in paragraph 6.10.4.1, such that the distance between the inner edges of the two apparent surfaces in the direction of the reference axis shall be not less than 180 mm; or",,
118,10.9.1.1,Extra Position considerations,"The provisions of paragraph 6.10 of Appendix A of this standard with additional position requirements to the options in paragraph 6.10.4.1, such that the distance between the inner edges of the two apparent surfaces in the direction of the reference axis shall be not less than 180 mm; or",SRP8-011,Test
119,10.9.1.2,N/A,"The provisions for rear position lamps in ADR 19/02, Appendix A, paragraph 6.7.",,
120,10.1,,"REAR RETRO-REFLECTOR, NON-TRIANGULAR",,
121,10.10.1,N/A,"For rear retro-reflector, non-triangular, requirements on a TA (O1) category trailer having an overall width not exceeding 980 mm, manufacturers may choose to comply with:",,
122,10.10.1.1,Extra Position considerations,"The provisions of paragraph 6.14 of Appendix A of this standard with additional position requirement to the options in paragraph 6.14.4.1, such that the distance between the inner edges of the two apparent surfaces in the direction of the reference axis shall be not less than 180 mm; or",SRP8-171,Test
123,10.10.1.2,N/A,"The provisions for rear retro-reflectors, non-triangular, in ADR 19/02, Appendix A, paragraph 6.8.",,
124,10.11,,"REAR RETRO-REFLECTOR, TRIANGULAR",,
125,10.11.1,N/A,"In paragraph 6.15.1 of Appendix A of this standard, where it states Mandatory read Optional.",,
126,10.11.2,N/A,"For rear retro-reflectors, triangular, when fitted to a TA (O1) category trailer having an overall width not exceeding 980 mm, the provision of paragraph 6.15 of Appendix A of this standard shall apply with additional position requirements to the options in paragraph 6.15.4.1, such that the distance between the inner edges of the two apparent surfaces in the direction of the reference axis shall be not less than 180 mm.",,
127,10.12,,"FRONT RETRO-REFLECTOR, NON-TRIANGULAR",,
128,10.12.1,N/A,"Front retro-reflectors, non-triangular, shall be optional for TA (O1) category trailer having an overall width not exceeding 980 mm.",,
129,10.12.2,N/A,"For front retro-reflectors, non-triangular, when fitted to a TA (O1) category trailer having an overall width not exceeding 980 mm, the provision of paragraph 6.16 of Appendix A of this standard shall apply with additional position requirements to the options in paragraph 6.16.4.1, such that the distance between the inner edges of the two apparent surfaces in the direction of the reference axis shall be not less than 180 mm.",,
130,10.12.3,N/A,"For front retro-reflectors, non-triangular, fitted to a TD (O4) category trailer, where the construction (the shape of the bodywork) makes it impossible to simultaneously comply with the width and length position requirements, front retro-reflectors need not comply with the length requirement of paragraph 6.16.4.3.",,
131,10.13,,DAYTIME RUNNING LAMP,,
132,10.13.1,N/A,"In paragraph 6.19.1 of Appendix A of this standard, where it states Mandatory read Optional.",,
133,5,,GENERAL SPECIFICATIONS,,
134,5.1,Lamp functional reliability,"The lighting and light signalling devices shall be so fitted that under normal conditions of use as defined in paragraphs 2.24., 2.24.1., and 2.24.2., and notwithstanding any vibrations to which they may be subjected, they retain the characteristics prescribed by this Regulation and enable the vehicle to comply with the requirements of this Regulation. In particular, it shall not be possible for the lamps to be inadvertently maladjusted.",SRP8-077,Test
135,5.1,Lamp functional reliability,"The lighting and light signalling devices shall be so fitted that under normal conditions of use as defined in paragraphs 2.24., 2.24.1., and 2.24.2., and notwithstanding any vibrations to which they may be subjected, they retain the characteristics prescribed by this Regulation and enable the vehicle to comply with the requirements of this Regulation. In particular, it shall not be possible for the lamps to be inadvertently maladjusted.",SRP8-011,Test
136,5.1,Lamp functional reliability,"The lighting and light signalling devices shall be so fitted that under normal conditions of use as defined in paragraphs 2.24., 2.24.1., and 2.24.2., and notwithstanding any vibrations to which they may be subjected, they retain the characteristics prescribed by this Regulation and enable the vehicle to comply with the requirements of this Regulation. In particular, it shall not be possible for the lamps to be inadvertently maladjusted.",SRP8-012,Test
137,5.1,Lamp functional reliability,"The lighting and light signalling devices shall be so fitted that under normal conditions of use as defined in paragraphs 2.24., 2.24.1., and 2.24.2., and notwithstanding any vibrations to which they may be subjected, they retain the characteristics prescribed by this Regulation and enable the vehicle to comply with the requirements of this Regulation. In particular, it shall not be possible for the lamps to be inadvertently maladjusted.",SRP8-171,Test
138,5.1,Lamp functional reliability,"The lighting and light signalling devices shall be so fitted that under normal conditions of use as defined in paragraphs 2.24., 2.24.1., and 2.24.2., and notwithstanding any vibrations to which they may be subjected, they retain the characteristics prescribed by this Regulation and enable the vehicle to comply with the requirements of this Regulation. In particular, it shall not be possible for the lamps to be inadvertently maladjusted.",SRP8-171,Test
139,5.1,Lamp functional reliability,"The lighting and light signalling devices shall be so fitted that under normal conditions of use as defined in paragraphs 2.24., 2.24.1., and 2.24.2., and notwithstanding any vibrations to which they may be subjected, they retain the characteristics prescribed by this Regulation and enable the vehicle to comply with the requirements of this Regulation. In particular, it shall not be possible for the lamps to be inadvertently maladjusted.",SRP8-013,Test
140,5.2,Correct front lamp orientation,"The illuminating lamps described in paragraphs 2.7.9., 2.7.10. and 2.7.19. shall be so installed that correct adjustment of their orientation can easily be carried out.",SRP8-012,Inspection
141,5.2.1,Automatic Headlight adjustment,"In the case of headlamps fitted with measures to prevent discomfort to other road-users in a country where traffic operates on the side of the road opposite to that of the country for which the headlamp was designed, such measures shall be achieved automatically or by the vehicle user with the vehicle in the park condition without the need for special tools (other than those provided with the vehicle). Detailed instructions shall be provided by the vehicle manufacturer with the vehicle.",SRP8-012,Demonstration
142,5.3,Light Signalling Devices angle to median,"For all light signalling devices, including those mounted on the side panels, the reference axis of the lamp when fitted to the vehicle shall be parallel to the bearing plane of the vehicle on the road; in addition, it shall be perpendicular to the median longitudinal plane of the vehicle in the case of side retro reflectors and of side marker lamps and parallel to that plane in the case of all other signalling devices. In each direction a tolerance of ± 3° shall be allowed.",SRP8-012,Test
143,5.3,Light Signalling Devices angle to median,"For all light signalling devices, including those mounted on the side panels, the reference axis of the lamp when fitted to the vehicle shall be parallel to the bearing plane of the vehicle on the road; in addition, it shall be perpendicular to the median longitudinal plane of the vehicle in the case of side retro reflectors and of side marker lamps and parallel to that plane in the case of all other signalling devices. In each direction a tolerance of ± 3° shall be allowed.",SRP8-011,Test
144,5.3,Light Signalling Devices angle to median,"For all light signalling devices, including those mounted on the side panels, the reference axis of the lamp when fitted to the vehicle shall be parallel to the bearing plane of the vehicle on the road; in addition, it shall be perpendicular to the median longitudinal plane of the vehicle in the case of side retro reflectors and of side marker lamps and parallel to that plane in the case of all other signalling devices. In each direction a tolerance of ± 3° shall be allowed.",SRP8-077,Test
145,5.3,Light Signalling Devices angle to median,"For all light signalling devices, including those mounted on the side panels, the reference axis of the lamp when fitted to the vehicle shall be parallel to the bearing plane of the vehicle on the road; in addition, it shall be perpendicular to the median longitudinal plane of the vehicle in the case of side retro reflectors and of side marker lamps and parallel to that plane in the case of all other signalling devices. In each direction a tolerance of ± 3° shall be allowed.",SRP8-013,Test
146,5.3,Light Signalling Devices angle to median,"For all light signalling devices, including those mounted on the side panels, the reference axis of the lamp when fitted to the vehicle shall be parallel to the bearing plane of the vehicle on the road; in addition, it shall be perpendicular to the median longitudinal plane of the vehicle in the case of side retro reflectors and of side marker lamps and parallel to that plane in the case of all other signalling devices. In each direction a tolerance of ± 3° shall be allowed.",SRP8-171,Test
147,5.3,Light Signalling Devices angle to median,"For all light signalling devices, including those mounted on the side panels, the reference axis of the lamp when fitted to the vehicle shall be parallel to the bearing plane of the vehicle on the road; in addition, it shall be perpendicular to the median longitudinal plane of the vehicle in the case of side retro reflectors and of side marker lamps and parallel to that plane in the case of all other signalling devices. In each direction a tolerance of ± 3° shall be allowed.",SRP8-171,Test
148,5.4,Correct Lamp height and orientation,"In the absence of specific instructions, the height and orientation of the lamps shall be verified with the vehicle unladen and placed on a flat, horizontal surface, in the condition defined in paragraphs 2.24., 2.24.1., and 2.24.2. and, in the case where an AFS is installed, with the system in its neutral state.",SRP8-012,Test
149,5.4,Correct Lamp height and orientation,"In the absence of specific instructions, the height and orientation of the lamps shall be verified with the vehicle unladen and placed on a flat, horizontal surface, in the condition defined in paragraphs 2.24., 2.24.1., and 2.24.2. and, in the case where an AFS is installed, with the system in its neutral state.",SRP8-011,Test
150,5.4,Correct Lamp height and orientation,"In the absence of specific instructions, the height and orientation of the lamps shall be verified with the vehicle unladen and placed on a flat, horizontal surface, in the condition defined in paragraphs 2.24., 2.24.1., and 2.24.2. and, in the case where an AFS is installed, with the system in its neutral state.",SRP8-013,Test
151,5.4,Correct Lamp height and orientation,"In the absence of specific instructions, the height and orientation of the lamps shall be verified with the vehicle unladen and placed on a flat, horizontal surface, in the condition defined in paragraphs 2.24., 2.24.1., and 2.24.2. and, in the case where an AFS is installed, with the system in its neutral state.",SRP8-171,Test
152,5.4,Correct Lamp height and orientation,"In the absence of specific instructions, the height and orientation of the lamps shall be verified with the vehicle unladen and placed on a flat, horizontal surface, in the condition defined in paragraphs 2.24., 2.24.1., and 2.24.2. and, in the case where an AFS is installed, with the system in its neutral state.",SRP8-171,Test
153,5.4,Correct Lamp height and orientation,"In the absence of specific instructions, the height and orientation of the lamps shall be verified with the vehicle unladen and placed on a flat, horizontal surface, in the condition defined in paragraphs 2.24., 2.24.1., and 2.24.2. and, in the case where an AFS is installed, with the system in its neutral state.",SRP8-077,Test
154,5.5,Conditions for lamp pairs,In the absence of specific instructions lamps constituting a pair shall:,SRP8-013,Inspection
155,5.5,Conditions for lamp pairs,In the absence of specific instructions lamps constituting a pair shall:,SRP8-011,Inspection
156,5.5,Conditions for lamp pairs,In the absence of specific instructions lamps constituting a pair shall:,SRP8-171,Inspection
157,5.5,Conditions for lamp pairs,In the absence of specific instructions lamps constituting a pair shall:,SRP8-012,Inspection
158,5.5.1,Conditions for lamp pairs,Be fitted to the vehicle symmetrically in relation to the median longitudinal plane (this estimate to be based on the exterior geometrical form of the lamp and not on the edge of its illuminating surface referred to in paragraph 2.9.);,SRP8-013,Inspection
159,5.5.1,Conditions for lamp pairs,Be fitted to the vehicle symmetrically in relation to the median longitudinal plane (this estimate to be based on the exterior geometrical form of the lamp and not on the edge of its illuminating surface referred to in paragraph 2.9.);,SRP8-011,Inspection
160,5.5.1,Conditions for lamp pairs,Be fitted to the vehicle symmetrically in relation to the median longitudinal plane (this estimate to be based on the exterior geometrical form of the lamp and not on the edge of its illuminating surface referred to in paragraph 2.9.);,SRP8-171,Inspection
161,5.5.1,Conditions for lamp pairs,Be fitted to the vehicle symmetrically in relation to the median longitudinal plane (this estimate to be based on the exterior geometrical form of the lamp and not on the edge of its illuminating surface referred to in paragraph 2.9.);,SRP8-012,Inspection
162,5.5.2,Conditions for lamp pairs,"Be symmetrical to one another in relation to the median longitudinal plane, this requirement is not valid with regard to the interior structure of the lamp;",SRP8-013,Inspection
163,5.5.2,Conditions for lamp pairs,"Be symmetrical to one another in relation to the median longitudinal plane, this requirement is not valid with regard to the interior structure of the lamp;",SRP8-011,Inspection
164,5.5.2,Conditions for lamp pairs,"Be symmetrical to one another in relation to the median longitudinal plane, this requirement is not valid with regard to the interior structure of the lamp;",SRP8-171,Inspection
165,5.5.2,Conditions for lamp pairs,"Be symmetrical to one another in relation to the median longitudinal plane, this requirement is not valid with regard to the interior structure of the lamp;",SRP8-012,Inspection
166,5.5.3,Conditions for lamp pairs,Satisfy the same colorimetric requirements and have substantially identical photometric characteristics. This shall not apply to a matched pair of Class F3 front fog lamps;,SRP8-013,Test
167,5.5.3,Conditions for lamp pairs,Satisfy the same colorimetric requirements and have substantially identical photometric characteristics. This shall not apply to a matched pair of Class F3 front fog lamps;,SRP8-011,Test
168,5.5.3,Conditions for lamp pairs,Satisfy the same colorimetric requirements and have substantially identical photometric characteristics. This shall not apply to a matched pair of Class F3 front fog lamps;,SRP8-171,Test
169,5.5.3,Conditions for lamp pairs,Satisfy the same colorimetric requirements and have substantially identical photometric characteristics. This shall not apply to a matched pair of Class F3 front fog lamps;,SRP8-012,Test
170,5.5.4,Conditions for lamp pairs,Have substantially identical photometric characteristics.,SRP8-012,Test
171,5.5.4,Conditions for lamp pairs,Have substantially identical photometric characteristics.,SRP8-171,Test
